ProductID,Category,Subcategory,Brand,ProductName,CostPrice,SellingPrice,Supplier,LaunchDate
PROD000078,Grocery,Staples,PureHarvest,PureHarvest Staples 684,11.15,12.4,Supplier_057,2023-08-17
PROD000079,Apparel,Footwear,Stratus,Stratus Footwear 790,48.2,89.75,Supplier_049,2023-05-02
PROD000080,Home & Kitchen,Furnishing,HomeCraft,HomeCraft Furnishing 454,58.99,89.53,Supplier_021,2021-09-08
PROD000081,Apparel,Men,Denimo,Denimo Men 482,48.68,82.06,Supplier_036,2023-01-28
PROD000082,Books & Media,Children,Pagewise,Pagewise Children 407,7.19,10.22,Supplier_026,2023-01-14
PROD000083,Grocery,Staples,PureHarvest,PureHarvest Staples 253,5.95,6.63,Supplier_035,2021-06-30
PROD000084,Toys & Games,Educational,Kidzoo,Kidzoo Educational 627,83.38,128.72,Supplier_025,2023-02-05
PROD000085,Apparel,Kids,WearWell,WearWell Kids 184,39.12,84.73,Supplier_028,2021-08-24
PROD000086,Beauty,Haircare,PureSkin,PureSkin Haircare 682,24.48,41.83,Supplier_055,2023-03-09
PROD000087,Home & Kitchen,Cookware,Dweliva,Dweliva Cookware 979,157.65,238.15,Supplier_038,2020-11-03
PROD000088,Electronics,Audio,Veltrix,Veltrix Audio 990,239.39,286.8,Supplier_031,2022-11-02
PROD000089,Apparel,Women,Stratus,Stratus Women 839,20.02,48.23,Supplier_033,2022-07-16
PROD000090,Beauty,Makeup,Glowtra,Glowtra Makeup 792,35.07,56.88,Supplier_029,2019-01-26
PROD000091,Grocery,Staples,PureHarvest,PureHarvest Staples 415,12.57,15.41,Supplier_051,2019-05-19
PROD000092,Grocery,Frozen Foods,Nutrivia,Nutrivia Frozen Foods 919,9.62,10.97,Supplier_004,2022-05-15
PROD000093,Beauty,Skincare,Lumeve,Lumeve Skincare 621,46.7,85.48,Supplier_039,2020-05-27
PROD000094,Beauty,Makeup,Lumeve,Lumeve Makeup 308,31.4,47.8,Supplier_018,2020-02-03
PROD000095,Home & Kitchen,Furnishing,HomeCraft,HomeCraft Furnishing 399,263.81,355.12,Supplier_015,2024-03-19
PROD000096,Beauty,Skincare,Glowtra,Glowtra Skincare 699,10.14,19.29,Supplier_016,2019-01-03
PROD000097,Toys & Games,Board Games,Brainary,Brainary Board Games 985,78.75,114.26,Supplier_031,2021-05-12
PROD000098,Apparel,Kids,Stratus,Stratus Kids 404,29.42,54.13,Supplier_044,2021-04-28
PROD000099,Beauty,Makeup,Lumeve,Lumeve Makeup 641,39.48,62.13,Supplier_017,2019-10-19
PROD000100,Electronics,Accessories,Veltrix,Veltrix Accessories 117,1189.42,1379.6,Supplier_026,2021-08-21
PROD000101,Electronics,Laptops,NimbusTech,NimbusTech Laptops 730,436.85,478.61,Supplier_030,2023-11-24
PROD000102,Home & Kitchen,Decor,Dweliva,Dweliva Decor 918,222.11,350.51,Supplier_014,2021-10-13
PROD000103,Home & Kitchen,Decor,Hearthly,Hearthly Decor 423,60.73,88.23,Supplier_047,2019-09-15
PROD000104,Grocery,Beverages,FarmFresh,FarmFresh Beverages 379,18.67,24.57,Supplier_060,2019-01-18
PROD000105,Home & Kitchen,Decor,KitchPro,KitchPro Decor 671,285.29,383.62,Supplier_035,2019-07-31
PROD000106,Electronics,Mobiles,NimbusTech,NimbusTech Mobiles 514,772.91,953.54,Supplier_022,2023-08-20
PROD000107,Sports & Fitness,Apparel,PeakGear,PeakGear Apparel 521,84.96,119.5,Supplier_027,2020-07-23
PROD000108,Grocery,Staples,PureHarvest,PureHarvest Staples 662,4.62,5.18,Supplier_052,2019-07-05
PROD000109,Home & Kitchen,Cookware,Dweliva,Dweliva Cookware 867,190.7,253.51,Supplier_023,2020-01-19
PROD000110,Automotive,Accessories,RoadKing,RoadKing Accessories 421,82.02,97.63,Supplier_041,2021-10-01
PROD000111,Apparel,Men,Clovera,Clovera Men 549,37.22,63.07,Supplier_060,2022-03-14
PROD000112,Home & Kitchen,Storage,Hearthly,Hearthly Storage 140,104.95,152.52,Supplier_018,2019-06-11
PROD000113,Electronics,Cameras,Sonex,Sonex Cameras 632,547.42,599.93,Supplier_048,2020-07-11
PROD000114,Electronics,Audio,Sonex,Sonex Audio 914,428.92,471.63,Supplier_002,2021-01-03
PROD000115,Books & Media,Non-Fiction,Pagewise,Pagewise Non-Fiction 504,17.14,25.13,Supplier_041,2023-09-15
PROD000116,Toys & Games,Action Figures,Brainary,Brainary Action Figures 241,49.84,76.83,Supplier_049,2021-03-29
PROD000117,Sports & Fitness,Nutrition,Enduro,Enduro Nutrition 848,54.96,84.32,Supplier_050,2023-11-11
PROD000118,Furniture,Bedroom,Loungeify,Loungeify Bedroom 611,54.86,71.85,Supplier_006,2020-06-23
PROD000119,Electronics,Laptops,Sonex,Sonex Laptops 404,276.97,334.82,Supplier_060,2022-04-28
PROD000120,Sports & Fitness,Footwear,FitForge,FitForge Footwear 346,148.6,223.0,Supplier_017,2023-08-03
PROD000121,Electronics,Laptops,Aurawave,Aurawave Laptops 952,129.6,143.24,Supplier_011,2022-05-06
PROD000122,Home & Kitchen,Furnishing,CasaNova,CasaNova Furnishing 159,65.41,84.6,Supplier_049,2020-01-27
PROD000123,Beauty,Makeup,Auralis,Auralis Makeup 989,52.03,109.6,Supplier_031,2019-09-07
PROD000124,Beauty,Fragrance,Velvetta,Velvetta Fragrance 137,25.7,48.0,Supplier_059,2022-02-07
PROD000125,Grocery,Beverages,GreenLeaf,GreenLeaf Beverages 787,4.48,5.62,Supplier_048,2023-01-17
PROD000126,Toys & Games,Board Games,PlayNest,PlayNest Board Games 378,47.76,93.67,Supplier_048,2024-01-30
PROD000127,Home & Kitchen,Furnishing,Dweliva,Dweliva Furnishing 308,258.53,374.85,Supplier_010,2021-10-18
PROD000128,Books & Media,Non-Fiction,ChapterOne,ChapterOne Non-Fiction 215,16.29,21.36,Supplier_047,2019-08-20
PROD000129,Apparel,Men,Clovera,Clovera Men 754,26.45,65.7,Supplier_017,2021-05-03
PROD000130,Grocery,Frozen Foods,GreenLeaf,GreenLeaf Frozen Foods 721,21.34,24.16,Supplier_042,2022-12-30
PROD000131,Toys & Games,Outdoor,PlayNest,PlayNest Outdoor 886,16.59,24.24,Supplier_039,2021-04-05
PROD000132,Sports & Fitness,Footwear,FitForge,FitForge Footwear 823,224.38,396.91,Supplier_018,2020-01-27
PROD000133,Electronics,Audio,Pulseon,Pulseon Audio 454,737.4,844.83,Supplier_055,2022-04-07
PROD000134,Apparel,Men,Clovera,Clovera Men 281,49.2,88.65,Supplier_058,2022-04-08
PROD000135,Electronics,Cameras,Aurawave,Aurawave Cameras 382,243.01,294.83,Supplier_005,2020-09-02
PROD000136,Toys & Games,Board Games,Kidzoo,Kidzoo Board Games 571,80.89,121.91,Supplier_042,2021-04-02
PROD000137,Apparel,Men,Denimo,Denimo Men 488,78.63,140.57,Supplier_024,2023-05-05
PROD000138,Grocery,Snacks,GreenLeaf,GreenLeaf Snacks 906,7.08,8.02,Supplier_059,2023-03-29
PROD000139,Electronics,Audio,NimbusTech,NimbusTech Audio 384,672.48,757.77,Supplier_046,2022-01-14
PROD000140,Grocery,Snacks,GreenLeaf,GreenLeaf Snacks 229,12.51,16.18,Supplier_008,2020-07-14
PROD000141,Apparel,Winterwear,Denimo,Denimo Winterwear 239,29.98,47.14,Supplier_059,2023-06-29
PROD000142,Automotive,Parts,GearDrive,GearDrive Parts 463,125.54,153.98,Supplier_012,2020-02-03
PROD000143,Furniture,Office,WoodCraft,WoodCraft Office 169,82.32,111.97,Supplier_028,2020-05-05
PROD000144,Apparel,Women,UrbanThread,UrbanThread Women 498,25.49,55.04,Supplier_059,2022-09-22
PROD000145,Books & Media,Children,Pagewise,Pagewise Children 362,13.67,17.86,Supplier_002,2021-01-10
PROD000146,Sports & Fitness,Equipment,FitForge,FitForge Equipment 451,67.34,103.0,Supplier_055,2023-03-05
PROD000147,Sports & Fitness,Apparel,Striveon,Striveon Apparel 511,46.25,68.32,Supplier_039,2021-01-12
PROD000148,Grocery,Beverages,DailyBasket,DailyBasket Beverages 853,1.65,2.16,Supplier_033,2021-03-20
PROD000149,Sports & Fitness,Apparel,FitForge,FitForge Apparel 862,183.62,248.89,Supplier_004,2019-06-21
PROD000150,Furniture,Living Room,Comforta,Comforta Living Room 934,1292.07,1577.68,Supplier_022,2022-08-09
PROD000151,Toys & Games,Action Figures,Kidzoo,Kidzoo Action Figures 249,44.83,66.37,Supplier_027,2021-01-23
PROD000152,Home & Kitchen,Storage,Hearthly,Hearthly Storage 469,125.83,184.46,Supplier_026,2024-07-14
PROD000153,Electronics,Laptops,Pulseon,Pulseon Laptops 893,551.57,687.37,Supplier_042,2021-09-05
PROD000154,Apparel,Men,Denimo,Denimo Men 374,78.92,196.44,Supplier_059,2024-02-06
PROD000155,Beauty,Fragrance,Lumeve,Lumeve Fragrance 188,3.35,7.01,Supplier_017,2020-09-29
PROD000156,Electronics,Laptops,Sonex,Sonex Laptops 606,1073.45,1223.41,Supplier_012,2024-09-23
PROD000157,Apparel,Footwear,UrbanThread,UrbanThread Footwear 863,18.2,32.91,Supplier_019,2023-07-02
PROD000158,Beauty,Skincare,Lumeve,Lumeve Skincare 624,14.93,32.18,Supplier_025,2019-12-31
PROD000159,Toys & Games,Board Games,PlayNest,PlayNest Board Games 286,22.94,37.59,Supplier_049,2022-06-03
PROD000160,Beauty,Makeup,PureSkin,PureSkin Makeup 268,35.51,58.13,Supplier_047,2024-10-12
PROD000161,Home & Kitchen,Appliances,HomeCraft,HomeCraft Appliances 221,25.6,35.66,Supplier_045,2024-12-29
PROD000162,Grocery,Beverages,FarmFresh,FarmFresh Beverages 696,21.67,24.96,Supplier_001,2019-09-20
PROD000163,Beauty,Haircare,Auralis,Auralis Haircare 310,53.71,108.66,Supplier_022,2021-03-15
PROD000164,Toys & Games,Action Figures,PlayNest,PlayNest Action Figures 449,39.19,67.34,Supplier_026,2024-05-22
PROD000165,Apparel,Winterwear,UrbanThread,UrbanThread Winterwear 789,8.25,15.05,Supplier_042,2019-10-13
PROD000166,Toys & Games,Board Games,PlayNest,PlayNest Board Games 854,84.41,148.42,Supplier_019,2022-04-12
PROD000167,Grocery,Frozen Foods,GreenLeaf,GreenLeaf Frozen Foods 442,15.93,20.99,Supplier_024,2022-04-21
PROD000168,Home & Kitchen,Decor,Hearthly,Hearthly Decor 343,283.14,432.97,Supplier_013,2020-02-06
PROD000169,Toys & Games,Action Figures,Brainary,Brainary Action Figures 562,5.9,9.92,Supplier_008,2020-06-08
PROD000170,Toys & Games,Educational,Funkido,Funkido Educational 963,66.78,130.15,Supplier_045,2019-07-22
PROD000171,Apparel,Footwear,Stratus,Stratus Footwear 936,29.28,49.31,Supplier_047,2022-09-01
PROD000172,Apparel,Men,UrbanThread,UrbanThread Men 608,71.46,152.5,Supplier_029,2020-10-22
PROD000173,Books & Media,Academic,InkHouse,InkHouse Academic 495,12.13,15.4,Supplier_052,2024-07-03
PROD000174,Apparel,Footwear,Clovera,Clovera Footwear 174,68.5,164.77,Supplier_057,2022-12-17
PROD000175,Electronics,Audio,Veltrix,Veltrix Audio 584,323.19,355.82,Supplier_048,2023-08-02
PROD000176,Apparel,Footwear,Stratus,Stratus Footwear 714,73.18,118.63,Supplier_030,2020-09-24
PROD000177,Home & Kitchen,Appliances,Dweliva,Dweliva Appliances 950,224.26,317.5,Supplier_043,2024-10-15
PROD000178,Sports & Fitness,Apparel,ProAthlete,ProAthlete Apparel 670,80.59,114.3,Supplier_013,2020-10-11
PROD000179,Electronics,Audio,NimbusTech,NimbusTech Audio 981,219.33,251.12,Supplier_029,2023-04-15
PROD000180,Home & Kitchen,Cookware,HomeCraft,HomeCraft Cookware 333,240.42,322.71,Supplier_024,2023-01-21
PROD000181,Home & Kitchen,Storage,Hearthly,Hearthly Storage 496,196.76,264.7,Supplier_007,2024-10-23
PROD000182,Beauty,Fragrance,Velvetta,Velvetta Fragrance 750,41.13,61.5,Supplier_059,2024-11-11
PROD000183,Grocery,Beverages,PureHarvest,PureHarvest Beverages 712,2.12,2.41,Supplier_037,2024-10-02
PROD000184,Sports & Fitness,Equipment,PeakGear,PeakGear Equipment 984,185.27,334.22,Supplier_034,2023-07-07
PROD000185,Sports & Fitness,Nutrition,Striveon,Striveon Nutrition 925,16.99,25.76,Supplier_024,2024-09-15
PROD000186,Electronics,Cameras,Sonex,Sonex Cameras 686,805.51,905.44,Supplier_010,2024-04-05
PROD000187,Sports & Fitness,Equipment,Enduro,Enduro Equipment 976,75.66,137.15,Supplier_026,2023-08-15
PROD000188,Home & Kitchen,Cookware,KitchPro,KitchPro Cookware 563,128.04,201.97,Supplier_036,2024-08-24
PROD000189,Apparel,Footwear,Stratus,Stratus Footwear 831,44.32,102.09,Supplier_007,2023-08-01
PROD000190,Sports & Fitness,Equipment,FitForge,FitForge Equipment 346,216.12,372.68,Supplier_053,2024-09-10
PROD000191,Electronics,Mobiles,Pulseon,Pulseon Mobiles 475,345.55,408.69,Supplier_030,2024-04-10
PROD000192,Grocery,Dairy,PureHarvest,PureHarvest Dairy 674,1.48,1.69,Supplier_055,2019-10-17
PROD000193,Toys & Games,Educational,Kidzoo,Kidzoo Educational 944,41.59,75.96,Supplier_017,2019-03-02
PROD000194,Electronics,Cameras,NimbusTech,NimbusTech Cameras 185,774.7,877.13,Supplier_027,2022-11-20
PROD000195,Books & Media,Non-Fiction,InkHouse,InkHouse Non-Fiction 290,19.19,25.33,Supplier_054,2024-09-25
PROD000196,Home & Kitchen,Furnishing,CasaNova,CasaNova Furnishing 243,31.73,51.21,Supplier_052,2020-08-05
PROD000197,Electronics,Audio,Aurawave,Aurawave Audio 748,1074.83,1180.19,Supplier_014,2021-06-29
PROD000198,Electronics,Cameras,NimbusTech,NimbusTech Cameras 232,97.05,113.58,Supplier_035,2021-03-14
PROD000199,Electronics,Laptops,Aurawave,Aurawave Laptops 902,307.79,371.18,Supplier_041,2020-02-29
PROD000200,Sports & Fitness,Equipment,ProAthlete,ProAthlete Equipment 924,202.78,305.93,Supplier_039,2021-03-01
PROD000201,Grocery,Dairy,Nutrivia,Nutrivia Dairy 295,4.03,4.6,Supplier_017,2019-07-12
PROD000202,Home & Kitchen,Decor,Dweliva,Dweliva Decor 888,121.59,164.59,Supplier_008,2021-06-01
PROD000203,Toys & Games,Educational,Funkido,Funkido Educational 106,11.36,16.28,Supplier_048,2021-07-29
PROD000204,Books & Media,Fiction,InkHouse,InkHouse Fiction 728,36.55,50.62,Supplier_060,2021-08-04
PROD000205,Toys & Games,Educational,PlayNest,PlayNest Educational 369,5.74,8.26,Supplier_038,2021-08-08
PROD000206,Apparel,Men,Clovera,Clovera Men 793,57.65,140.81,Supplier_043,2023-05-05
PROD000207,Electronics,Laptops,Aurawave,Aurawave Laptops 501,447.57,555.93,Supplier_027,2023-11-19
PROD000208,Grocery,Snacks,PureHarvest,PureHarvest Snacks 989,24.68,27.81,Supplier_038,2020-10-24
PROD000209,Grocery,Snacks,Nutrivia,Nutrivia Snacks 292,16.34,20.49,Supplier_055,2021-08-30
PROD000210,Furniture,Outdoor,Furnova,Furnova Outdoor 789,1113.64,1449.13,Supplier_020,2020-10-26
PROD000211,Sports & Fitness,Equipment,Striveon,Striveon Equipment 942,100.82,134.81,Supplier_029,2020-04-12
PROD000212,Grocery,Snacks,DailyBasket,DailyBasket Snacks 868,14.8,16.98,Supplier_017,2023-06-24
PROD000213,Apparel,Men,Stratus,Stratus Men 441,29.73,63.36,Supplier_003,2024-04-22
PROD000214,Grocery,Staples,FarmFresh,FarmFresh Staples 786,17.54,20.87,Supplier_002,2024-04-10
PROD000215,Apparel,Footwear,UrbanThread,UrbanThread Footwear 403,73.22,130.03,Supplier_014,2022-09-01
PROD000216,Electronics,Mobiles,NimbusTech,NimbusTech Mobiles 598,112.61,124.14,Supplier_008,2020-07-02
PROD000217,Toys & Games,Board Games,Kidzoo,Kidzoo Board Games 334,12.78,18.96,Supplier_006,2024-06-16
PROD000218,Home & Kitchen,Storage,KitchPro,KitchPro Storage 632,50.66,70.77,Supplier_014,2020-11-29
PROD000219,Home & Kitchen,Decor,HomeCraft,HomeCraft Decor 978,234.97,345.14,Supplier_008,2020-06-11
PROD000220,Grocery,Beverages,FarmFresh,FarmFresh Beverages 236,24.54,30.32,Supplier_024,2021-01-21
PROD000221,Apparel,Men,Denimo,Denimo Men 834,60.78,148.67,Supplier_047,2021-09-20
PROD000222,Apparel,Kids,Stratus,Stratus Kids 840,46.74,73.0,Supplier_019,2022-05-12
PROD000223,Electronics,Cameras,Pulseon,Pulseon Cameras 762,835.06,996.13,Supplier_049,2023-09-12
PROD000224,Electronics,Mobiles,Pulseon,Pulseon Mobiles 709,671.17,820.88,Supplier_032,2023-05-30
PROD000225,Home & Kitchen,Decor,KitchPro,KitchPro Decor 301,159.3,229.66,Supplier_055,2020-10-20
PROD000226,Home & Kitchen,Decor,KitchPro,KitchPro Decor 836,257.46,349.74,Supplier_038,2019-02-02
PROD000227,Beauty,Skincare,Glowtra,Glowtra Skincare 511,50.62,81.3,Supplier_041,2020-11-01
PROD000228,Toys & Games,Board Games,Funkido,Funkido Board Games 376,23.72,43.19,Supplier_023,2021-11-26
PROD000229,Furniture,Office,Furnova,Furnova Office 262,981.52,1315.14,Supplier_041,2024-12-20
PROD000230,Toys & Games,Board Games,PlayNest,PlayNest Board Games 657,38.68,61.42,Supplier_050,2021-01-12
PROD000231,Electronics,Mobiles,Sonex,Sonex Mobiles 289,1114.29,1249.2,Supplier_051,2020-11-01
PROD000232,Grocery,Staples,DailyBasket,DailyBasket Staples 911,21.14,25.73,Supplier_043,2021-05-05
PROD000233,Sports & Fitness,Apparel,Enduro,Enduro Apparel 650,240.98,329.33,Supplier_010,2019-12-11
PROD000234,Books & Media,Academic,InkHouse,InkHouse Academic 561,15.98,22.76,Supplier_054,2019-10-21
PROD000235,Books & Media,Non-Fiction,Lorebound,Lorebound Non-Fiction 300,27.36,41.08,Supplier_019,2022-06-05
PROD000236,Beauty,Makeup,Velvetta,Velvetta Makeup 520,34.76,58.6,Supplier_052,2022-09-26
PROD000237,Toys & Games,Educational,Kidzoo,Kidzoo Educational 201,84.82,128.67,Supplier_001,2023-07-03
PROD000238,Grocery,Snacks,PureHarvest,PureHarvest Snacks 405,2.49,3.19,Supplier_012,2020-01-23
PROD000239,Apparel,Women,Clovera,Clovera Women 270,69.91,166.05,Supplier_017,2021-09-24
PROD000240,Electronics,Mobiles,Pulseon,Pulseon Mobiles 392,1100.47,1355.61,Supplier_028,2021-07-12
PROD000241,Grocery,Snacks,GreenLeaf,GreenLeaf Snacks 222,8.78,11.29,Supplier_002,2019-05-22
PROD000242,Sports & Fitness,Equipment,PeakGear,PeakGear Equipment 980,142.43,210.62,Supplier_018,2021-10-12
